Date,Year,Companies,Transaction Type,Deal Value,Key Details,Source File,SDC Deal No,Date Announced,Rank Date,Rank Value inc. Net Debt of Target,Target Full Name,Target PermID,Target Macro Industry,Target Mid Industry,Target Nation,Acquiror Full Name,Acquiror PermID,Acquiror Macro Industry,Acquiror Mid Industry,Acquiror Nation,M&A TRBC Activity,M&A Type,Deal Status,Deal Synopsis,Target Business Description,Acquiror Short Business Description,Acquisition Techniques,Buyouts or Financial Sponsor Involvement Flag,Deal Type,Cross Border Deal Flag,Enterprise Value at Announcement,Enterprise Value at Effective Date,Target Market Value 4 Weeks Prior to Announcement,Acquiror Market Value 4 Weeks Prior to Announcement,Premium Paid - 1 Day Prior to Announcement,Premium Paid - 1 Week Prior to Announcement,Premium Paid - 4 Weeks Prior to Announcement,Ratio of Transaction Value to Sales,Ratio of Deal Value to EBIT,Ratio of Deal Value to EBITDA,Ratio of Deal Value to Net Income,Target Stock Price on Announcement Day,Research & Development Expense Last 12 Months,Research & Development Expense 2 Years Prior,Research & Development Expense 3 Years Prior,Defensive Tactics,Defensive Tactics Flag,EBIT Margin,EBIT 3 Year Growth Rate Percentage,EBIT 5 Year Growth Rate Percentage,EBITDA 3 Year Growth Rate,EBITDA 5 Year Growth Rate,Net Sales 2 Year Growth Rate,Net Sales 3 Year Growth Rate,Leveraged Buyout Flag,Date Withdrawn,Date Originally Announced,Target High Share Price Last 12 Months,Corresponding transcript,Unnamed: 53
2021-06-01,2021,Veracyte acquiring HalioDx,Acquisition,€260M cash + equity,Immuno-oncology diagnostics,2021-Jun-01-VCYT.OQ,3749799040.0,2021-06-01,2021-06-01,317.848410757946,Haliodx Sasu,,Healthcare,Biotechnology,France,Veracyte Inc,,Healthcare,Healthcare Equipment & Supplies,United States,Pharmaceuticals (NEC),Disclosed Dollar Value Deal,Completed,"FRANCE - Veracyte Inc (Veracyte) of the US acquired HalioDx SASU, a Marseille-based manufacturer of biological products, for an estimated EUR 260 mil (USD 317.85 mil). Veracyte offered a choice of an estimated EUR 147 mil (USD 179.707 mil) in cash and EUR 113 mil (USD 138.142 mil) in Veracyte common shares or an estimated total of EUR 260 mil (USD 317.85 mil) in Veracyte common shares.","HalioDx SASU, located in Paris, France, manufactures biological products, specialized in the analysis of the tumor microenvironment It was founded in 2014.",Genomic Diagnostic Co,Financial Acquiror,True,Disclosed Value,True,,,,3044.329,,,,,0.0,0.0,0.0,,,,,Not Applicable,False,0.0,0.0,0.0,,,,0.0,False,,2021-06-01,,2021-Jun-01-VCYT.OQ-137900216552-Transcript,
2021-06-02,2021,Royalty Pharma + MorphoSys,Strategic Financing,$2B+ funding package,Development funding partnership,2021-Jun-02-RPRX.OQ,4182726040.0,2021-07-16,2021-07-16,100.087408457359,MorphoSys AG,,Retail,Other Retailing,Germany,Royalty Pharma Investments 2019 ICAV,,Financials,Other Financials,United States,Biotechnology & Medical Research (NEC),Stake Purchases Deal,Completed,"GERMANY - Royalty Pharma Investments 2019 ICAV of the US, a unit of Royalty Pharma PLC, acquired 1.337 mil new ordinary shares, or a 3.760% stake in MorphoSys AG, a Planegg-based provider of biotechnology research and development services, for EUR 63.35 (USD 74.829) in per share, or a total value of EUR 84.734 mil (USD 100.088 mil), in a privately negotiated transaction.","MorphoSys AG is a provider of biotechnology research and development services. It is a biopharmaceutical company dedicated to the discovery, development and commercialization of therapies for people living with cancer and autoimmune diseases. MorphoSys is advancing its own pipeline of new drug candidates and has created antibodies that are developed by partners in different areas of unmet medical need. Tremfya (guselkumab) - developed by Janssen Research & Development, LLC and marketed by Janssen Biotech, Inc. for the treatment of plaque psoriasis - became the first drug based on MorphoSys antibody technology to receive regulatory approval. The U.S. Food and Drug Administration granted accelerated approval of the company's proprietary product Monjuvi (tafasitamab-cxix) in combination with lenalidomide for patients with a certain type of lymphoma. The Company was founded in 1992 and is located in Planegg, Germany. The Company was founded in 1992 and is located in Planegg, Germany.",Miscellaneous Intermediation,Privately Negotiated Purchase,False,Stake Purchase,True,1642.50105347657,1539.23531855743,2747.74600614348,,11.53,0.78,-6.56,15.708,-9.789,0.0,-21.968,67.879,181.00601045606,123.126622645312,99.5672945834766,Not Applicable,False,-1.605,0.0,0.0,0.0,0.0,356.69,107.047,False,,2021-07-16,143.729,2021-Jun-02-RPRX.OQ-140281012077-Transcript,
2021-06-02,2021,Royalty Pharma + MorphoSys,Strategic Financing,$2B+ funding package,Development funding partnership,2021-Jun-02-RPRX.OQ,4182726040.0,2021-07-16,2021-07-16,100.087408457359,MorphoSys AG,,Retail,Other Retailing,Germany,Royalty Pharma Investments 2019 ICAV,,Financials,Other Financials,United States,Biotechnology & Medical Research (NEC),Stake Purchases Deal,Completed,"GERMANY - Royalty Pharma Investments 2019 ICAV of the US, a unit of Royalty Pharma PLC, acquired 1.337 mil new ordinary shares, or a 3.760% stake in MorphoSys AG, a Planegg-based provider of biotechnology research and development services, for EUR 63.35 (USD 74.829) in per share, or a total value of EUR 84.734 mil (USD 100.088 mil), in a privately negotiated transaction.","MorphoSys AG is a provider of biotechnology research and development services. It is a biopharmaceutical company dedicated to the discovery, development and commercialization of therapies for people living with cancer and autoimmune diseases. MorphoSys is advancing its own pipeline of new drug candidates and has created antibodies that are developed by partners in different areas of unmet medical need. Tremfya (guselkumab) - developed by Janssen Research & Development, LLC and marketed by Janssen Biotech, Inc. for the treatment of plaque psoriasis - became the first drug based on MorphoSys antibody technology to receive regulatory approval. The U.S. Food and Drug Administration granted accelerated approval of the company's proprietary product Monjuvi (tafasitamab-cxix) in combination with lenalidomide for patients with a certain type of lymphoma. The Company was founded in 1992 and is located in Planegg, Germany. The Company was founded in 1992 and is located in Planegg, Germany.",Miscellaneous Intermediation,Privately Negotiated Purchase,False,Stake Purchase,True,1642.50105347657,1539.23531855743,2747.74600614348,,11.53,0.78,-6.56,15.708,-9.789,0.0,-21.968,67.879,181.00601045606,123.126622645312,99.5672945834766,Not Applicable,False,-1.605,0.0,0.0,0.0,0.0,356.69,107.047,False,,2021-07-16,143.729,2021-Jun-02-RPRX.OQ-140281012077-Transcript,
2021-06-03,2021,Auris Medical acquiring Trasir Therapeutics,Acquisition,0.77M shares + contingents,RNA therapeutics platform,2021-Jun-03-CYTOF.PK,3755024020.0,2021-06-01,2021-06-01,2.821,Trasir Therapeutics Inc,,Healthcare,Biotechnology,United States,Trasir Therapeutics Inc,,Healthcare,Biotechnology,United States,Biotechnology & Medical Research (NEC),Disclosed Dollar Value Deal,Completed,"US - Auris Medical Inc, a unit of Auris Medical Holding Ltd (Auris Medical), acquired the entire share capital of Trasir Therapeutics Inc, a St. Louis-based provider of biotechnology research and development services, in exchange for the issuance of 0.764 mil Auris Medical third party common shares, or a total value of USD 2.821 mil. The shares were valued based on Auris Medical's closing stock price of USD 3.69 on 2 June 2021, the last full trading prior the announcement.","Trasir Therapeutics Inc, located in St. Louis, Missouri, is a provider of biotechnology research and development services. The Company was founded in August 26, 2014.",Research and Development in Biotechnology,Financial Acquiror,True,Disclosed Value,True,2.821,2.821,,,,,,,0.0,0.0,,,,,,Not Applicable,False,0.0,0.0,0.0,,,,0.0,False,,2021-06-03,,2021-Jun-03-CYTOF.PK-138184822379-Transcript,
2021-06-03,2021,Auris Medical acquiring Trasir Therapeutics,Acquisition,0.77M shares + contingents,RNA therapeutics platform,2021-Jun-03-CYTOF.PK,3755024020.0,2021-06-01,2021-06-01,2.821,Trasir Therapeutics Inc,,Healthcare,Biotechnology,United States,Trasir Therapeutics Inc,,Healthcare,Biotechnology,United States,Biotechnology & Medical Research (NEC),Disclosed Dollar Value Deal,Completed,"US - Auris Medical Inc, a unit of Auris Medical Holding Ltd (Auris Medical), acquired the entire share capital of Trasir Therapeutics Inc, a St. Louis-based provider of biotechnology research and development services, in exchange for the issuance of 0.764 mil Auris Medical third party common shares, or a total value of USD 2.821 mil. The shares were valued based on Auris Medical's closing stock price of USD 3.69 on 2 June 2021, the last full trading prior the announcement.","Trasir Therapeutics Inc, located in St. Louis, Missouri, is a provider of biotechnology research and development services. The Company was founded in August 26, 2014.",Research and Development in Biotechnology,Financial Acquiror,True,Disclosed Value,True,2.821,2.821,,,,,,,0.0,0.0,,,,,,Not Applicable,False,0.0,0.0,0.0,,,,0.0,False,,2021-06-03,,2021-Jun-03-CYTOF.PK-138184822379-Transcript,
2021-06-14,2021,iTeos Therapeutics + GlaxoSmithKline,Collaboration,Undisclosed,GSK partners for anti-TIGIT antibody EOS-448 co-development,2021-Jun-14-ITOS.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-Jun-14-ITOS.OQ-138436658819-Transcript,
2021-06-16,2021,Elanco Animal Health acquiring Kindred Biosciences,Acquisition,Undisclosed,Strategic pet dermatology biologics expansion,2021-Jun-16-ELAN.N,3756788020.0,2021-06-16,2021-06-16,389.086,Kindred Biosciences Inc,,Healthcare,Pharmaceuticals,United States,Elanco Animal Health Inc,,Healthcare,Pharmaceuticals,United States,Pharmaceuticals (NEC),Disclosed Dollar Value Deal,Completed,"US - Elanco Animal Health Inc acquired the entire share capital of Kindred Biosciences Inc, a Burlingame-based manufacturer of pharmaceutical preparation, for USD 9.25 in cash per share, or a total USD 432.496 mil.","Kindred Biosciences Inc, located in Burlingame, California, manufactures pharmaceutical preparations. It is clinical-stage biopharmaceutical company focused on saving and improving the lives of pets. It identifies compounds and targets that have already demonstrated safety and efficacy in humans and develops therapeutics based on these validated compounds and targets for pets, primarily dogs, cats and horses. The company was founded in 2012.","Manufactures, wholesales veterinary drugs",Not Applicable,False,Disclosed Value,False,389.085912,383.8514295,207.353,16729.867,45.9,41.22,101.97,9.839,-112.571,2443.48,-49.287,9.23,28.701,28.31,26.399,Not Applicable,False,-0.087,0.0,0.0,0.0,0.0,890.695,363.105,False,,2021-06-16,6.94,2021-Jun-16-ELAN.N-137012748851-Transcript,
2021-06-25,2021,Osmotica Pharmaceuticals selling legacy business to Alora,Divestiture,Undisclosed,"Legacy branded generics sale, focus on Upneeq franchise",2021-Jun-25-RVLPQ.PK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-Jun-25-RVLPQ.PK-138734701753-Transcript,
2021-03-04,2021,Amgen acquiring Five Prime Therapeutics,Acquisition,All-cash,Adds bemarituzumab for gastric/GEJ cancer,2021-Mar-04-AMGN.OQ,3705454020.0,2021-03-04,2021-03-04,1575.109,Five Prime Therapeutics Inc,4296891332,Healthcare,Biotechnology,United States,Amgen Inc,4295905537,Healthcare,Biotechnology,United States,Biotechnology & Medical Research (NEC),Disclosed Dollar Value Deal,Completed,"US - Amgen Inc acquired the entire share capital Five Prime Therapeutics Inc (Five Prime), a South San Francisco-based biotechnology company, for USD 38 in cash per share, or a total value of USD 1.862 bil, via tender offer. The offer was conditional upon at least 50% of Five Prime's shares being tendered. On completion, Five Prime was delisted from NASDAQ Global Select Market.","Five Prime Therapeutics Inc, located in San Franscisco, California, is a clinical-stage biotechnology company. It is focused on discovering and developing protein therapeutics. Its primary focus is on researching and developing immuno-oncology and targeted cancer therapies. Its pipeline includes Bemarituzumab (FPA144), which is an antibody that inhibits fibroblast growth factor receptor 2b, or FGFR2b, that it is studying in a clinical trial in combination with 5-fluorouracil (5-FU), leucovorin and oxaliplatin; FPA150, which is a CD8 T cell checkpoint inhibitor antibody that targets B7-H4; FPT155, which is a soluble CD80 fusion protein that enhances co-stimulation of T cells through CD28; Cabiralizumab (FPA008), which is an antibody that inhibits colony stimulating factor-1 receptor, that it is studying in clinical trials, and BMS-986258, which is an anti-T cell immunoglobulin and mucin domain-3, or TIM-3 antibody. The Company was founded in December 2001.",Biotechnology Co,Tender Offer|Tender/Merger,False,Disclosed Value|Tender Offers,False,1575.109304,1571.648948,854.475,137010.297,78.74,64.64,104.3,141.324,-19.479,0.0,-22.085,38.0,69.106,114.063,156.352,Not Applicable,False,-7.255,0.0,0.0,0.0,0.0,-11.402,-48.594,False,,2021-03-04,23.08,2021-Mar-04-AMGN.OQ-138605307070-Transcript,
2021-03-15,2021,Merck collaborating with Gilead Sciences,Collaboration,Undisclosed,Long-acting HIV treatment development,2021-Mar-15-MRK.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-Mar-15-MRK.N-139723481794-Transcript,
2021-03-29,2021,Millendo Therapeutics + Tempest Therapeutics,Reverse Merger,All-stock,Millendo holders ~18.5% post-close,2021-Mar-29-TPST.OQ,3721132020.0,2021-03-29,2021-03-29,189.4,Tempest Therapeutics Inc,5037062225,Healthcare,Biotechnology,United States,Tempest Therapeutics Inc,5037367007,Healthcare,Biotechnology,United States,Biotechnology & Medical Research (NEC),Disclosed Dollar Value Deal,Completed,"US - Millendo Therapeutics Inc (Millendo) merged Tempest Therapeutics Inc (Tempest), a San Francisco-based provider of biotechnology research and development services, in exchanged for USD 189.4 mil in Millendo common shares, in a stock swap reverse takeover transaction. On the completion, Millendo and Tempest shareholders were to own 18.5% stake and 81.5% interest, respectively, in the merged entity. The merged entity was named Tempest Therapeutics and common shares listed in Nasdaq under the ticker TPST.","Tempest Therapeutics Inc, located in San Francisco, California, provides biotechnology research and development services. Its specialty is focused on immuno-oncology drug developers to fight for cancer. The Company was founded in February 2011.",Clinical-stage oncology company,Stock Swap|Reverse Takeover,False,Disclosed Value,False,189.4,189.4,,,,,,,0.0,0.0,,,,,,Not Applicable,False,0.0,0.0,0.0,,,,0.0,False,,2021-03-29,,2021-Mar-29-TPST.OQ-138108150936-Transcript,
2021-05-10,2021,Trulieve Cannabis acquiring Harvest Health & Recreation,Acquisition,All-stock,Creates largest U.S. multi-state cannabis operator,2021-May-10-TRUL.CD,3738295020.0,2021-05-10,2021-05-10,1342.024,Harvest Health & Recreation Inc,,Healthcare,Pharmaceuticals,United States,Trulieve Cannabis Corp,,Healthcare,Pharmaceuticals,Canada,Pharmaceuticals (NEC),Disclosed Dollar Value Deal,Completed,"US - Trulieve Cannabis Corp (Trulieve) of Canada acquired the entire share capital of Harvest Health & Recreation Inc (Harvest Health), a Tempe-based manufacturer of medicinals and botanicals, in a stock swap transaction valued at USD 1.182 bil, via scheme of arrangement. Trulieve offered 0.117 common shares per Harvest Health share. Based on Trulieve's closing stock price of USD 40.973 on 07 May 2021, the last full trading day prior to the announcement, each Harvest Health share was valued at USD 4.794.","Harvest Health & Recreation Inc, located in Tempe, Arizona, is a cannabis company. Its subsidiaries are engaged in the manufacture, possession, use and sale of cannabis in the recreational and medicinal cannabis marketplace in the States of Arkansas, California, Florida, Massachusetts, Michigan, Nevada, New Jersey, North Dakota and Ohio. Its vertical solution includes cultivation, manufacturing, and retail facilities, construction, real estate, as well as technology and operational knowledge. The Company was founded on November 20, 2007.",Medicinal and Botanical Manufacturing,Stock Swap|Scheme of Arrangement,False,Disclosed Value,True,1342.068789224,1732.142890614,724.364,2604.86,33.68,59.92,63.19,4.104,86.149,36.886,-18.08,4.001,,,,Not Applicable,False,0.048,0.0,0.0,0.0,0.0,100.601,125.392,False,,2021-05-10,4.489,2021-May-10-TRUL.CD-138538570873-Transcript,
2021-05-11,2021,Ginkgo Bioworks + Soaring Eagle Acquisition Corp,SPAC Merger,~$2.5B,Synthetic biology platform going public,2021-May-11-DNA.N,3724324020.0,2021-05-11,2021-05-11,16581.8,Ginkgo Bioworks Inc,,Healthcare,Biotechnology,United States,Soaring Eagle Acquisition Corp,,Financials,Alternative Financial Investments,United States,Biotechnology & Medical Research (NEC),Disclosed Dollar Value Deal,Completed,"US - Soaring Eagle Acquisition Corp (Soaring Eagle) merged with Ginkgo Bioworks Inc (Ginkgo), a Boston-based provider of biotechnology research and development services, for a total USD 16.856 bil, in a stock swap reverse takeover transaction. The consideration was consisted of USD 15 bil Soaring Eagle common shares and up to USD 1.856 bil in profit-related payments. On completion of the de-SPAC process, Soaring Eagle and Ginkgo shareholders owned 10% stake and 84% interest in the merged entity, respectively. The remaining 6% stake was owned by PIPE shareholders. The merged entity was named as Gingko Bioworks Holdings Inc and was listed in the New York Stock Exchange under ticker symbol DNA. Originally, in April 2021, Ginkgo was rumored to be planning to merge with an undisclosed acquiror.","Ginkgo Bioworks Inc, located in Boston, Massachusetts, is a biotechnology company engaged in designing custom microbes for multiple markets. It focuses on cultured ingredients, strain improvement and enzymes. The Company was founded in 2008.",Special Purpose Acquisition Company,Stock Swap|Reverse Merger|Rumored Deal|Reverse Takeover|Financial Acquiror,True,Disclosed Value,False,16581.8,16581.8,,,,,,,0.0,0.0,,,,,,Not Applicable,False,0.0,0.0,0.0,,,,0.0,False,,2021-04-09,,2021-May-11-DNA.N-139203610302-Transcript,
2021-05-12,2021,Zydus Cadila selling India Animal Health to Multiples consortium,Divestiture,Cash,Focus on emerging/regulated markets,2021-May-12-ZYDU.NS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-May-12-ZYDU.NS-137691723012-Transcript,
2021-05-25,2021,Foresight Acquisition Corp + P3 Health Partners,SPAC Merger,Undisclosed,Value-based care provider going public,2021-May-25-PIII.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-May-25-PIII.OQ-139825570269-Transcript,
2021-11-12,2021,Johnson & Johnson separating Consumer Health,Spin-off,Undisclosed,Intent to spin within 18-24 months,2021-Nov-12-JNJ.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-Nov-12-JNJ.N-138186752592-Transcript,
2021-11-18,2021,Genomma Lab + Oramed/Oravax COVID vaccine JV,Joint Venture,Undisclosed,Mexico/LatAm oral COVID vaccine rights,2021-Nov-18-LABB.MX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-Nov-18-LABB.MX-139242913325-Transcript,
2021-11-29,2021,Blueprint Medicines acquiring Lengo Therapeutics,Acquisition,$250M + $215M milestones,EGFR exon20 candidate LNG-451,2021-Nov-29-BPMC.OQ,3839462020.0,2021-11-29,2021-11-29,465.0,Lengo Therapeutics Inc,5073964472,Healthcare,Biotechnology,United States,Blueprint Medicines Corp,5035084232,Healthcare,Pharmaceuticals,United States,Biotechnology & Medical Research (NEC),Disclosed Dollar Value Deal,Completed,"US - Blueprint Medicines Corp acquired the entire share capital of Lengo Therapeutics Inc, a Menlo Park-based provider of biotechnology research and development services, for a total USD 465 mil. The consideration was consisted of USD 250 mil in cash and up to USD 215 mil in profit-related payments.","Lengo Therapeutics Inc, located in Menlo Park, California, is a biopharmaceutical company. It is focused on the discovery and development of treatments targeting driver mutations in oncology. The Company was founded in April 2020.",Pharmaceutical Preparation Manufacturing,Financial Acquiror,True,Disclosed Value,False,465,465,,6638.107,,,,,0.0,0.0,,,,,,Not Applicable,False,0.0,0.0,0.0,,,,0.0,False,,2021-11-29,,2021-Nov-29-BPMC.OQ-141058675838-Transcript,
2021-10-01,2021,Trulieve closing Harvest acquisition,Acquisition Close,Completed,"149 stores, 3.1M sq ft cultivation",2021-Oct-01-TRUL.CD,3738295020.0,2021-05-10,2021-05-10,1342.024,Harvest Health & Recreation Inc,,Healthcare,Pharmaceuticals,United States,Trulieve Cannabis Corp,,Healthcare,Pharmaceuticals,Canada,Pharmaceuticals (NEC),Disclosed Dollar Value Deal,Completed,"US - Trulieve Cannabis Corp (Trulieve) of Canada acquired the entire share capital of Harvest Health & Recreation Inc (Harvest Health), a Tempe-based manufacturer of medicinals and botanicals, in a stock swap transaction valued at USD 1.182 bil, via scheme of arrangement. Trulieve offered 0.117 common shares per Harvest Health share. Based on Trulieve's closing stock price of USD 40.973 on 07 May 2021, the last full trading day prior to the announcement, each Harvest Health share was valued at USD 4.794.","Harvest Health & Recreation Inc, located in Tempe, Arizona, is a cannabis company. Its subsidiaries are engaged in the manufacture, possession, use and sale of cannabis in the recreational and medicinal cannabis marketplace in the States of Arkansas, California, Florida, Massachusetts, Michigan, Nevada, New Jersey, North Dakota and Ohio. Its vertical solution includes cultivation, manufacturing, and retail facilities, construction, real estate, as well as technology and operational knowledge. The Company was founded on November 20, 2007.",Medicinal and Botanical Manufacturing,Stock Swap|Scheme of Arrangement,False,Disclosed Value,True,1342.068789224,1732.142890614,724.364,2604.86,33.68,59.92,63.19,4.104,86.149,36.886,-18.08,4.001,,,,Not Applicable,False,0.048,0.0,0.0,0.0,0.0,100.601,125.392,False,,2021-05-10,4.489,2021-Oct-01-TRUL.CD-139959687717-Transcript,
2021-10-05,2021,Taysha Gene Therapies CLN7 option from UT Southwestern,Licensing,Undisclosed,AAV9 gene therapy for CLN7 Batten disease,2021-Oct-05-TSHA.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-Oct-05-TSHA.OQ-140762850808-Transcript,
2021-10-11,2021,Pacira BioSciences acquiring Flexion Therapeutics,Acquisition,Cash + CVRs,ZILRETTA intra-articular OA therapy,2021-Oct-11-PCRX.OQ,3812385020.0,2021-10-11,2021-10-11,938.738,Flexion Therapeutics Inc,4297906483,Healthcare,Pharmaceuticals,United States,Pacira Biosciences Inc,4297853578,Healthcare,Pharmaceuticals,United States,Pharmaceuticals (NEC),Disclosed Dollar Value Deal,Completed,"US - Pacira Biosciences Inc (Pacira) acquired the entire share capital of Flexion Therapeutics Inc (Flexion), a Burlington-based manufacturer of pharmaceutical preparation, for an estimated USD 830.286 mil, via tender offer. Pacira offered USD 8.5 in cash and 1 contingent value right per Flexion common share. The offer was conditioned upon at least a majority of Flexion's shares being tendered.","Flexion Therapeutics, Inc. is a Burlington, MA, United States-based biotechnology company, which discovers and develops therapeutics for musculoskeletal disorders. The Company develops a portfolio of compounds for inflammatory diseases, particularly osteoarthritis. Its product portfolio includes FX005, a p38 inhibitor that combines both analgesic and anti-inflammatory properties; FX006, a corticosteroid that acts as an anti-inflammatory; and FX007, a TrkA inhibitor that is an analgesic. It was founded in 2007.",Mnfr pharmaceutical products,Tender/Merger|Tender Offer,False,Disclosed Value|Tender Offers,False,536.175111,535.997393,304.438,2469.019,47.06,39.34,40.5,8.27,-10.579,0.0,-8.243,9.17,52.08,69.559,53.079,Not Applicable,False,-0.782,0.0,0.0,0.0,0.0,17.264,94.891,False,,2021-10-11,13.43,2021-Oct-11-PCRX.OQ-139971516319-Transcript,
2022-01-13,2022,Salarius acquiring DeuteRx protein-degrader portfolio,Asset Acquisition,$1.5M + 1M shares + $188M milestones,2nd-gen molecular glue SP-3164,2022-Jan-13-SLRX.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-Jan-13-SLRX.OQ-138762188424-Transcript,
2022-01-19,2022,UCB acquiring Zogenix,Acquisition,$1.9B,FINTEPLA for Dravet & LGS epilepsy,2022-Jan-19-UCB.BR,3863536020.0,2022-01-19,2022-01-19,1455.854,Zogenix Inc,4297661455,Healthcare,Pharmaceuticals,United States,UCB SA,4295859381,Healthcare,Pharmaceuticals,Belgium,Pharmaceuticals (NEC),Disclosed Dollar Value Deal,Completed,"US - UCB SA (UCB) of Belgium completed its tender offer to acquire the entire share capital of Zogenix Inc (Zogenix), an Emeryville-based biopharmaceutical company, for a total USD 1.599 bil. UCB offered USD 26 in cash and 1 contingent value right per Zogenix common share, valued at a total of USD 112.191 mil. The offer was conditioned upon at least a majority of Zogenix's shares being tendered. Upon completion, Zogenix was delisted from the NASDAQ stock exchange.","Zogenix Inc, located in Emeryville, California, manufactures pharmaceuticals. It is a biopharmaceutical company commercializing and developing products for the treatment of central nervous system disorders and pain. It is engaged in the development and commercialization of therapies for rare diseases. It is primarily focused on developing and commercializing two therapeutic product opportunities The Company was founded on May 11, 2006.",Biopharmaceutical company,Tender/Merger|Tender Offer,False,Tender Offers|Disclosed Value,True,1343.663338,1314.92,897.476,21265.658,66.24,67.2,65.71,19.579,-7.198,0.0,-7.033,25.92,142.659,138.002,115.639,Not Applicable,False,-2.72,0.0,0.0,0.0,0.0,498.769,373.213,False,,2022-01-19,23.43,2022-Jan-19-UCB.BR-140408511057-Transcript,
2022-02-08,2022,Second Sight + Nano Precision Medical merger,Reverse Merger,All-stock,"~77% NPM ownership, $69M cash",2022-Feb-08-VANI.OQ,3936322020.0,2022-02-07,2022-02-07,182.715,Nano Precision Medical Inc,5038409303,Healthcare,Pharmaceuticals,United States,Second Sight Medical Products Inc,5090648110,Healthcare,Healthcare Equipment & Supplies,United States,Pharmaceuticals (NEC),Disclosed Dollar Value Deal,Completed,"US - Second Sight Medical Products Inc merged with Nano Precision Medical Inc, an Emeryville-based manufacturer of medicinals and botanicals, in exchange for 134 mil Second Sight new common shares valued at USD 182.715 mil, in a stock swap transaction. The shares were valued based on Second Sight's closing stock price of USD 1.36 on 4 February 2022, the last full trading day prior to the announcement.","Nano Precision Medical Inc, located in Emeryville, California, is a biopharmaceutical company developing drug implants. The Company was founded in 2009.",Surgical Appliance and Supplies Manufacturing,Stock Swap,False,Disclosed Value,False,182.715,182.715,,279.751,,,,,0.0,0.0,,,,,,Not Applicable,False,0.0,0.0,0.0,,,,0.0,False,,2022-02-07,,2022-Feb-08-VANI.OQ-137892912980-Transcript,
2022-02-09,2022,Oriola + Euroapotheca Swedish pharmacy JV,Joint Venture,€400M valuation,"50-50 JV, #3 Swedish pharmacy player",2022-Feb-09-ORIOLA.HE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-Feb-09-ORIOLA.HE-140711457166-Transcript,
2022-02-14,2022,Collegium acquiring BioDelivery Sciences,Acquisition,~$604M,BELBUCA pain portfolio diversification,2022-Feb-14-COLL.OQ,3874146020.0,2022-02-14,2022-02-14,513.082,Biodelivery Sciences International Inc,4295902047,Healthcare,Pharmaceuticals,United States,Collegium Pharmaceutical Inc,5045917401,Healthcare,Pharmaceuticals,United States,Bio Therapeutic Drugs,Disclosed Dollar Value Deal,Completed,"US - Collegium Pharmaceutical Inc (CPI) acquired the entire share capital of Biodelivery Sciences International Inc (BDSI), a Raleigh-based manufacturer of pharmaceutical preparation, for USD 569.599 mil in cash, via tender offer. CPI offered USD 5.6 in cash per share valued to a total of USD 568 mil. The offer was conditional upon at least majority of BDSI's shares being tendered.","BioDelivery Sciences International Inc, located in Raleigh, North Carolina, is a specialty pharmaceutical company that is utilizing drug delivery technologies to develop and commercialize new formulations of therapeutics. Their drug delivery technologies include the patented BEMA (transmucosal, or applied to the inner cheek membrane) drug delivery technology, and the patented Bioral cochleate drug delivery technology, designed for a potentially broad base of applications.",Mnfr Pharmaceutical preparation,Financial Acquiror,True,Disclosed Value,False,513.082248,498.068788,310.699,640.904,53.85,51.35,83.01,3.411,15.316,12.764,6.7,5.56,,,,Not Applicable,False,0.223,215.227,0.0,88.307,0.0,6.539,22.335,False,,2022-02-14,4.56,2022-Feb-14-COLL.OQ-137074966624-Transcript,
